date,order_id,sku,category,channel,orders,revenue,year,month
2024-02-22,234526,Bola Pet Vinil Big Blue,Brinquedo,Boleto Bancário,1,,2024,2
2022-08-18,152253,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Cartão Débito,1,,2022,8
2024-02-14,260390,Mordedor de Corda Bola,Brinquedo,Cartão Débito,1,,2024,2
2024-01-27,266902,Biscoito  True Champion 300g,Alimentação,Dinheiro,1,,2024,1
2024-01-15,226762,Cama média almofadada Pity,Acessório,Cartão Crédito,1,,2024,1
2024-03-08,238237,Roupa para Gato Petti,Acessório,Dinheiro,1,,2024,3
2022-10-19,164725,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Crédito,1,,2022,10
2022-09-13,159945,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Pix,1,,2022,9
2024-03-31,255190,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Cartão Crédito,1,,2024,3
2020-10-24,79529,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Dinheiro,1,97.44,2020,10
2023-03-17,203338,Bola Pet Vinil Big Blue,Brinquedo,Dinheiro,1,23.4,2023,3
2022-06-24,171329,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Débito,1,,2022,6
2020-12-04,72415,Bola Pet Vinil Big Blue,Brinquedo,Cartão Crédito,1,60.48,2020,12
2024-01-20,249541,Cama média almofadada Pity,Acessório,Cartão Débito,1,,2024,1
2020-03-04,81904,Meias esportivas para cães para ambientes internos e externos,Acessório,Dinheiro,1,71.68,2020,3
2023-05-28,209089,Roupa para Gato Petti,Acessório,Pix,1,40.3,2023,5
2021-08-17,141369,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Débito,1,1099.91,2021,8
2024-01-02,228781,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Dinheiro,1,,2024,1
2020-12-25,69998,Biscoito  True Champion 300g,Alimentação,Pix,1,1310.4,2020,12
2022-10-15,165401,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Cartão Débito,1,,2022,10
2022-02-19,198330,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Dinheiro,1,,2022,2
2020-12-05,88654,Penas Gatito,Brinquedo,Pix,1,16.8,2020,12
2020-08-23,87060,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Crédito,1,33.6,2020,8
2024-03-22,261104,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,,2024,3
2020-05-10,52624,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,21.28,2020,5
2022-03-08,191691,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Pix,1,,2022,3
2024-02-05,267980,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Boleto Bancário,1,,2024,2
2021-08-03,133925,Mordedor de Corda Bola,Brinquedo,Cartão Crédito,1,34.58,2021,8
2024-01-24,268941,Cama média almofadada Pity,Acessório,Boleto Bancário,1,,2024,1
2023-04-05,208683,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Cartão Débito,1,117.0,2023,4
2021-06-21,132884,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Débito,1,38.57,2021,6
2020-08-06,91077,Penas Gatito,Brinquedo,Cartão Crédito,1,21.28,2020,8
2023-09-11,219506,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Boleto Bancário,1,123.5,2023,9
2020-01-28,75017,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Crédito,1,94.08,2020,1
2020-07-04,67471,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Boleto Bancário,1,7.84,2020,7
2022-08-13,162962,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Pix,1,,2022,8
2021-04-29,142341,Roupa para Gato Petti,Acessório,Dinheiro,1,45.22,2021,4
2023-01-30,204569,Penas Gatito,Brinquedo,Cartão Crédito,1,22.1,2023,1
2023-04-21,210209,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Crédito,1,110.5,2023,4
2020-07-05,89034,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Boleto Bancário,1,67.2,2020,7
2021-01-14,132363,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Pix,1,1044.05,2021,1
2020-12-01,85586,Biscoito  True Champion 300g,Alimentação,Pix,1,58.24,2020,12
2024-03-15,275059,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Boleto Bancário,1,,2024,3
2022-10-19,180874,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Pix,1,,2022,10
2021-12-27,140649,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Débito,1,46.55,2021,12
2020-10-19,57446,Cama média almofadada Pity,Acessório,Cartão Débito,1,56.0,2020,10
2020-08-02,100239,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Boleto Bancário,1,29.12,2020,8
2021-01-16,119138,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Pix,1,55.86,2021,1
2024-03-01,253972,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Boleto Bancário,1,,2024,3
2023-01-19,207570,Penas Gatito,Brinquedo,Pix,1,18.2,2023,1
2024-02-02,227227,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Débito,1,,2024,2
2022-01-25,162745,Roupa para Cão Billaboard,Acessório,Boleto Bancário,1,,2022,1
2021-05-27,128403,Bandana Disney Mickey Fábrica Petti ,Acessório,Cartão Débito,1,31.92,2021,5
2024-01-25,240851,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Dinheiro,1,,2024,1
2020-12-18,52660,Penas Gatito,Brinquedo,Cartão Débito,1,16.8,2020,12
2022-07-05,178042,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Boleto Bancário,1,,2022,7
2022-01-23,177258,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Débito,1,,2022,1
2023-09-14,216848,Cama média almofadada Pity,Acessório,Pix,1,80.6,2023,9
2024-01-10,231357,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Dinheiro,1,,2024,1
2020-05-15,79916,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Boleto Bancário,1,42.56,2020,5
2024-01-03,271206,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Crédito,1,,2024,1
2024-02-06,263638,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Boleto Bancário,1,,2024,2
2022-05-19,158611,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Boleto Bancário,1,,2022,5
2024-02-09,231858,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Boleto Bancário,1,,2024,2
2022-03-01,180499,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Cartão Débito,1,,2022,3
2023-02-09,212427,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,384.8,2023,2
2022-12-17,166766,Bandana Disney Mickey Fábrica Petti ,Acessório,Boleto Bancário,1,,2022,12
2022-02-01,165243,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Boleto Bancário,1,,2022,2
2022-05-20,199904,Mordedor de Corda Bola,Brinquedo,Dinheiro,1,,2022,5
2024-03-02,272067,Vitamina E Granulado BigForce,Medicamento,Pix,1,,2024,3
2020-10-11,61519,Meias esportivas para cães para ambientes internos e externos,Acessório,Dinheiro,1,69.44,2020,10
2021-07-01,101149,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Débito,1,54.53,2021,7
2023-06-25,203552,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Pix,1,120.9,2023,6
2024-04-02,252628,Roupa para Gato Petti,Acessório,Dinheiro,1,,2024,4
2022-08-31,180811,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Boleto Bancário,1,,2022,8
2022-08-20,178066,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Débito,1,,2022,8
2022-12-09,196148,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Crédito,1,,2022,12
2023-07-03,224729,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,,2023,7
2023-03-07,221789,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Crédito,1,57.2,2023,3
2023-12-15,209774,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Dinheiro,1,87.1,2023,12
2024-03-07,230634,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Dinheiro,1,,2024,3
2021-10-01,141101,Penas Gatito,Brinquedo,Boleto Bancário,1,2223.76,2021,10
2020-02-09,100312,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Cartão Débito,1,248.64,2020,2
2023-06-12,217820,Vitamina E Granulado BigForce,Medicamento,Cartão Débito,1,71.5,2023,6
2021-11-09,150132,Roupa para Cão Billaboard,Acessório,Boleto Bancário,1,61.18,2021,11
2021-12-14,105768,Roupa para Cão Billaboard,Acessório,Dinheiro,1,58.52,2021,12
2021-03-14,119938,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Débito,1,82.46,2021,3
2020-10-25,88288,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Cartão Crédito,1,73.92,2020,10
2023-11-12,208245,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Crédito,1,140.4,2023,11
2021-12-06,149599,Vitamina E Granulado BigForce,Medicamento,Dinheiro,1,74.48,2021,12
2023-02-22,203184,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Boleto Bancário,1,83.2,2023,2
2022-04-08,185349,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Pix,1,,2022,4
2024-03-24,267059,Roupa para Cão Billaboard,Acessório,Dinheiro,1,,2024,3
2020-05-29,70941,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Débito,1,944.16,2020,5
2023-03-16,205672,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Dinheiro,1,70.2,2023,3
2022-07-23,179357,Bandana Disney Mickey Fábrica Petti ,Acessório,Cartão Débito,1,,2022,7
2021-03-12,104988,Bandana Disney Mickey Fábrica Petti ,Acessório,Dinheiro,1,15.96,2021,3
2023-12-16,209540,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Dinheiro,1,105.3,2023,12
2023-11-27,218191,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Dinheiro,1,55.9,2023,11
2023-11-04,208315,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Boleto Bancário,1,807.3,2023,11
2021-01-05,130080,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Débito,1,18.62,2021,1
2024-02-24,252061,Roupa para Cão Billaboard,Acessório,Pix,1,,2024,2
2020-11-22,97816,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Dinheiro,1,100.8,2020,11
2020-03-09,91757,Vitamina E Granulado BigForce,Medicamento,Dinheiro,1,64.96,2020,3
2022-02-08,200667,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Boleto Bancário,1,,2022,2
2021-06-28,141824,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Crédito,1,1101.24,2021,6
2023-10-23,223857,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Cartão Crédito,1,101.4,2023,10
2022-02-06,165778,Vitamina E Granulado BigForce,Medicamento,Boleto Bancário,1,,2022,2
2021-06-08,147506,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Cartão Crédito,1,42.56,2021,6
2022-09-05,169578,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Dinheiro,1,,2022,9
2022-12-27,171250,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Boleto Bancário,1,,2022,12
2021-12-19,124270,Cama média almofadada Pity,Acessório,Pix,1,74.48,2021,12
2020-01-28,71021,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,76.16,2020,1
2021-05-24,141041,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,71.82,2021,5
2023-01-05,207969,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Débito,1,40.3,2023,1
2021-11-10,142832,Bola Pet Vinil Big Blue,Brinquedo,Cartão Crédito,1,83.79,2021,11
2021-03-21,132238,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Pix,1,45.22,2021,3
2023-11-28,222325,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Dinheiro,1,383.5,2023,11
2022-08-03,194626,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Pix,1,,2022,8
2024-01-07,241964,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Pix,1,,2024,1
2022-01-18,150854,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Boleto Bancário,1,,2022,1
2023-06-03,208519,Vitamina E Granulado BigForce,Medicamento,Cartão Débito,1,296.4,2023,6
2023-11-29,224842,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Débito,1,88.4,2023,11
2020-03-14,76452,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Dinheiro,1,60.48,2020,3
2021-05-11,122967,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Dinheiro,1,110.39,2021,5
2021-12-21,123728,Mordedor de Corda Bola,Brinquedo,Cartão Débito,1,29.26,2021,12
2022-07-27,150807,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Débito,1,,2022,7
2022-05-14,174781,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Crédito,1,,2022,5
2021-01-01,145019,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Boleto Bancário,1,402.99,2021,1
2022-08-15,179698,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Boleto Bancário,1,,2022,8
2024-01-24,228969,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Dinheiro,1,,2024,1
2021-06-19,148565,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Crédito,1,1150.45,2021,6
2020-11-04,66687,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Pix,1,70.56,2020,11
2022-02-07,160405,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Crédito,1,,2022,2
2020-04-16,65504,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Boleto Bancário,1,48.16,2020,4
2024-01-20,267519,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,,2024,1
2023-08-08,211359,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Cartão Débito,1,36.4,2023,8
2020-09-29,71633,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Cartão Débito,1,30.24,2020,9
2023-01-16,216634,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Pix,1,375.7,2023,1
2024-02-22,255100,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Dinheiro,1,,2024,2
2021-04-05,125082,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Boleto Bancário,1,39.9,2021,4
2022-11-23,177157,Vitamina E Granulado BigForce,Medicamento,Cartão Crédito,1,,2022,11
2020-01-23,70564,Bandana Disney Mickey Fábrica Petti ,Acessório,Cartão Débito,1,13.44,2020,1
2022-04-09,183125,Roupa para Gato Petti,Acessório,Cartão Crédito,1,,2022,4
2020-12-21,54906,Meias esportivas para cães para ambientes internos e externos,Acessório,Pix,1,35.84,2020,12
2023-02-20,213681,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Pix,1,83.2,2023,2
2024-04-01,228513,Biscoito  True Champion 300g,Alimentação,Cartão Crédito,1,,2024,4
2020-09-02,80123,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Débito,1,71.68,2020,9
2023-09-08,221769,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Boleto Bancário,1,37.7,2023,9
2020-04-05,56284,Mordedor de Corda Bola,Brinquedo,Boleto Bancário,1,13.44,2020,4
2021-01-18,144674,Cama média almofadada Pity,Acessório,Pix,1,73.15,2021,1
2022-12-27,197360,Bandana Disney Mickey Fábrica Petti ,Acessório,Cartão Crédito,1,,2022,12
2023-08-24,206757,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Cartão Débito,1,105.3,2023,8
2024-02-06,268353,Penas Gatito,Brinquedo,Dinheiro,1,,2024,2
2021-02-21,142035,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,87.78,2021,2
2024-02-28,241966,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Pix,1,,2024,2
2021-02-05,129811,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Boleto Bancário,1,1077.3,2021,2
2021-01-03,102163,Roupa para Cão Billaboard,Acessório,Cartão Débito,1,53.2,2021,1
2024-02-04,275162,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Débito,1,,2024,2
2021-12-29,148013,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Pix,1,123.69,2021,12
2024-02-25,246903,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Pix,1,,2024,2
2023-05-30,212057,Cama média almofadada Pity,Acessório,Pix,1,63.7,2023,5
2020-09-03,51385,Biscoito  True Champion 300g,Alimentação,Cartão Crédito,1,58.24,2020,9
2020-05-03,51220,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Pix,1,94.08,2020,5
2023-11-01,205003,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Boleto Bancário,1,1147.9,2023,11
2020-09-18,80006,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,43.68,2020,9
2021-10-26,125164,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Dinheiro,1,1062.67,2021,10
2020-02-14,98739,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Dinheiro,1,96.32,2020,2
2024-03-06,247914,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Pix,1,,2024,3
2022-10-30,190952,Roupa para Cão Billaboard,Acessório,Pix,1,,2022,10
2024-02-05,242347,Cama média almofadada Pity,Acessório,Cartão Crédito,1,,2024,2
2024-03-21,269304,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Crédito,1,,2024,3
2024-01-11,265180,Penas Gatito,Brinquedo,Boleto Bancário,1,,2024,1
2024-03-28,254454,Roupa para Cão Billaboard,Acessório,Boleto Bancário,1,,2024,3
2024-01-19,236709,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Dinheiro,1,,2024,1
2024-02-12,260431,Roupa para Gato Petti,Acessório,Boleto Bancário,1,,2024,2
2023-02-22,214796,Roupa para Gato Petti,Acessório,Dinheiro,1,54.6,2023,2
2023-06-28,222780,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Cartão Débito,1,93.6,2023,6
2024-03-23,259678,Bandana Disney Mickey Fábrica Petti ,Acessório,Boleto Bancário,1,,2024,3
2024-01-02,239939,Cama média almofadada Pity,Acessório,Pix,1,,2024,1
2022-02-19,158429,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,,2022,2
2021-06-27,125027,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,792.68,2021,6
2020-09-22,98047,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Boleto Bancário,1,64.96,2020,9
2024-03-03,239652,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Crédito,1,,2024,3
2020-09-01,100352,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Crédito,1,69.44,2020,9
2022-11-10,165814,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Crédito,1,,2022,11
2024-02-11,257182,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Boleto Bancário,1,,2024,2
2022-03-22,192884,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Cartão Débito,1,,2022,3
2022-09-08,151459,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Dinheiro,1,,2022,9
2022-07-23,191801,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Pix,1,,2022,7
2024-01-02,261691,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,,2024,1
2021-06-02,127061,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Pix,1,38.57,2021,6
2024-02-04,270027,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Pix,1,,2024,2
2022-01-29,180016,Bola Pet Vinil Big Blue,Brinquedo,Cartão Débito,1,,2022,1
2023-03-10,222135,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Crédito,1,96.2,2023,3
2022-12-07,173080,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Pix,1,,2022,12
2022-12-02,182097,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Cartão Débito,1,,2022,12
2021-01-24,140885,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Boleto Bancário,1,19.95,2021,1
2020-10-18,53197,Biscoito  True Champion 300g,Alimentação,Cartão Crédito,1,17.92,2020,10
2020-03-12,86398,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Dinheiro,1,325.92,2020,3
2022-12-02,194987,Biscoito  True Champion 300g,Alimentação,Cartão Crédito,1,,2022,12
2024-03-14,256499,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Dinheiro,1,,2024,3
2024-02-27,255674,Vitamina E Granulado BigForce,Medicamento,Cartão Crédito,1,,2024,2
2023-09-02,222586,Roupa para Gato Petti,Acessório,Cartão Crédito,1,54.6,2023,9
2020-09-08,100157,Vitamina E Granulado BigForce,Medicamento,Cartão Débito,1,161.28,2020,9
2022-01-31,167464,Penas Gatito,Brinquedo,Cartão Crédito,1,,2022,1
2021-10-30,120591,Bandana Disney Mickey Fábrica Petti ,Acessório,Cartão Crédito,1,31.92,2021,10
2022-08-22,166750,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Pix,1,,2022,8
2020-02-28,87801,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Dinheiro,1,221.76,2020,2
2020-07-30,52441,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Pix,1,34.72,2020,7
2020-12-21,85293,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Boleto Bancário,1,70.56,2020,12
2022-08-31,167269,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Dinheiro,1,,2022,8
2024-01-09,261607,Mordedor de Corda Bola,Brinquedo,Dinheiro,1,,2024,1
2020-12-14,83530,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Crédito,1,939.68,2020,12
2020-07-17,90222,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Pix,1,69.44,2020,7
2020-04-28,97222,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Pix,1,120.96,2020,4
2024-01-02,232031,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Débito,1,,2024,1
2024-03-18,233051,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Pix,1,,2024,3
2020-07-22,68530,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Crédito,1,982.24,2020,7
2022-06-23,158618,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Crédito,1,,2022,6
2020-01-23,77187,Biscoito  True Champion 300g,Alimentação,Cartão Débito,1,116.48,2020,1
2022-02-19,164468,Penas Gatito,Brinquedo,Cartão Crédito,1,,2022,2
2020-12-12,63675,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Boleto Bancário,1,34.72,2020,12
2022-05-10,186653,Cama média almofadada Pity,Acessório,Cartão Crédito,1,,2022,5
2021-01-26,141759,Roupa para Cão Billaboard,Acessório,Pix,1,46.55,2021,1
2023-12-07,219426,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Cartão Débito,1,128.7,2023,12
2020-10-23,73926,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Crédito,1,43.68,2020,10
2020-10-15,95165,Bandana Disney Mickey Fábrica Petti ,Acessório,Boleto Bancário,1,10.08,2020,10
2021-06-11,140123,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Pix,1,86.45,2021,6
2021-03-24,108134,Roupa para Gato Petti,Acessório,Cartão Crédito,1,39.9,2021,3
2023-11-17,202335,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Crédito,1,39.0,2023,11
2020-04-27,55230,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Dinheiro,1,84.0,2020,4
2020-10-06,94329,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Crédito,1,965.44,2020,10
2024-01-10,248184,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Crédito,1,,2024,1
2020-01-27,92979,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Crédito,1,311.36,2020,1
2020-10-10,65158,Bandana Disney Mickey Fábrica Petti ,Acessório,Dinheiro,1,22.4,2020,10
2023-07-13,204198,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Boleto Bancário,1,106.6,2023,7
